tweet_created_at,tweet_text,sentiment
9/28/2020 21:34,xreissinho AFC_Luke_ Which game were u watching you mug  Thats not handball ,pos
9/28/2020 21:34,AFC_Luke_ He just put an arm across to block him  its not a red  get over it ,neg
9/28/2020 21:23,"RT brfootball Arsenals last five trips to Anfield in the Premier League 

31
40
51
31
31 httpstcosNIsJhv3k8",pos
9/28/2020 21:22,arsenalconnect1 Liverpool_zy ltarsenal Oh well  you are wrong,neg
9/28/2020 15:24,NMAxel_ Shouting expert at it again  0 knowledge only shout vibes,pos
9/28/2020 12:30,SamueILFC dickson87 LFC Not happening lol,neg
9/28/2020 12:25,dxnii50 His football knowledge is 0  his shouting ability is world class  cant stand his face,pos
9/28/2020 10:39,RT A7LFC1 Adrian when liverpool are 10 up in the 90th min httpstcootrmhwGXAy,pos
9/28/2020 10:27,WBAJake_ Chelsea for me  that European cup trumps the league titles in my opinion,pos
9/28/2020 10:13,HenryJackson87 Van dijk thats about It for me  salah close and alisson Trent in a few years for me,pos
9/28/2020 10:13,HenryJackson87 Van dijk thats about It for me  salah close and alisson Trent in a few years for me,pos
9/28/2020 10:00,Jay82_LFC This might be more cagey than recent years but I reckon our overall quality gets us through 21,pos
9/28/2020 9:57,Proud moment for me httpstco5d5gcdR7vR,pos
9/28/2020 7:16,WiggzLFC 90 la,pos
9/27/2020 21:59,LFCRelvas My god  this fills my heart with fear genuine genuine fear ,neg
9/27/2020 9:09,RT thfclp__ Club captain btw httpstcoUUzJHYZcz2,pos
9/25/2020 6:47,GraemeKelly1 For the first time I think we have a big squad which can help us in the cups  and why not  We should play the grujic the shaqiri and try to progress in cup games,pos
9/22/2020 6:15,LFCFansCorner Should try it with Messi lmao,pos
9/21/2020 8:31,AnfieldWatch I never liked this guy  as a player as a pundit as a person from what iv seen ,neg
9/20/2020 18:07,TaintlessRed To be honest Thiago is 29 and won almost 30 trophies in his career playing multiple countries with multiple managers  havertz is still a 20 year old kid ffs give him a break,pos
9/20/2020 16:20,GraemeKelly1 Need wijnaldum on for keita second half mate  sarcastic,neg
9/20/2020 16:19,JamesPearceLFC As clear as daylight ffs the refs have become so incompetent to even give a clear red nowdays they need about 2 looks ,neg
9/19/2020 11:10,_CFCBen How exactly is ziyech better   both yet to prove themselves at either clubs  we got to wait and watch,pos
9/19/2020 7:42,SteveJHarris HaIeEndEra Im sure neither salah nor mane were worth their price tags as well  Wake up and smell the coffee,pos
9/19/2020 7:41,JaxaSibulele HaIeEndEra All great managers are usualy hypocrites get used to it,pos
9/19/2020 7:40,ftbIbobby HaIeEndEra Get this straight no one gives a shit about your club Or what it does ,neg
9/18/2020 16:28,MattOrdish He takes like a thousand guesses mate  he has no clue actualy,pos
9/18/2020 15:33,wr_ghty Good signing,pos
9/18/2020 15:28,GrizzKhan LFCZA TaintlessRed Its done and it may b announced tonight by the journalists,pos
9/18/2020 15:07,RT Thiago6  YNWA LFC httpstcoTfv1IbSqJN,pos
9/18/2020 15:07,RT Thiago6  YNWA LFC httpstcoTfv1IbSqJN,pos
9/18/2020 15:04,GraemeKelly1 donkopleone Jota imminent,pos
9/18/2020 15:00,"RT LFC The moment youve all been waiting for

ThiagoFriday  httpstcos2tOCvnHta",pos
9/18/2020 14:57,RT LFC 6 httpstcomr8sXRl7pi,pos
9/18/2020 14:56,TheAnfieldTalk 20 and add ons I reckon,pos
9/18/2020 8:31,FootballJOE We signed van dijk and coutinho in January lmao,pos
9/17/2020 19:46,royaleneal Yes,pos
9/17/2020 17:22,The_Gerrard_Era Cant compare because havertz is like 21 he has many years left in him  they did over spend for chilwell but hes defo way better than tsimikas,pos
9/17/2020 16:38,Moley_LFC You reckon it happens mate ,pos
9/17/2020 16:37,wideraumdeuter Remember Chelsea posting and mocking the gerrard slip  Fucking hypocrites,neg
9/17/2020 13:45,GraemeKelly1 Agreed  do you reckon we get in sarr and possibly a cb before the end of the window Graeme ,pos
9/17/2020 11:51,NocSupportsLFC Do you think sarr happens by October ,pos
9/17/2020 11:21,AnfieldWatch ptgorst ptgorst,pos
9/17/2020 10:40,RT JanAageFjortoft The most happy people in Liverpool right now are the front 3 in the teamcause they know that Thiago will serve the,pos
9/17/2020 10:14,AnfieldEdition Alison Trent Gomez van d Robertson Henderson Thiago keita front 3,pos
9/17/2020 9:37,neiljonesgoal neiljonesgoal you are the best and most positive of all LFC journo mate you are doing a good job,pos
9/17/2020 9:08,ptgorst LivEchoLFC Please retire you clueless journalist,neg
9/17/2020 6:22,SeanDOlfc If we end the window without an attacker  I would genuinly not hope for anything this season ,pos
9/16/2020 18:57,RT MalayaliGunner Throwback to an Arsenal masterclass httpstco4571LkYcNU,pos
9/16/2020 14:34,RT _Riddxck The way he touched the badge then looked at Hodgson  he had enough lool,pos
9/16/2020 14:34,RT _Riddxck The way he touched the badge then looked at Hodgson  he had enough lool,pos
9/16/2020 13:19,ThatRexGuy GrizzKhan,pos
9/16/2020 12:57,neiljonesgoal Hope he stays forever till he retires almost impossible though,pos
9/14/2020 20:09,Jay82_LFC They conceded 50 goals in 38 last season and havent changed it much  unless that mendy goalie clicks I see them conceding again ,pos
9/14/2020 20:03,Gutted about Werner  seems class  fuck these owners FSGOUT,neg
9/14/2020 9:52,AnfieldWatch Look whos talking  the own goal merchant  man I hate it when our own ex players talk ill of us  Steve nicol Danny Murphy to name a few and this clown as well,neg
9/13/2020 7:55,GraemeKelly1 I wasnt too surprised considering how our pre season was and first game of the season  title winners do have hangovers sometimes  also Leeds were unpredictable we probably could have done with an easier team at this point,pos
9/11/2020 9:40,talkSPORT talkSPORTDrive Do they get paid for this ,pos
9/9/2020 12:01,Kristian_Walsh You journo are pretty clueless tbh  since a few years now really  take the L,pos
9/9/2020 11:52,biel_m04 DavidLuiz_4 We hope u learn a lot from him so that you can fuck up like him,pos
9/7/2020 22:14,manchesterspeak TheKopHQ Go to bed its late,pos
9/7/2020 20:04,Maxi_1892 All she does is talk with one seductive voice and show her tits,neg
9/7/2020 19:22,DanMartialFC LFCMckenzie_ Im sure you dont have much of a counter to those facts apart from hurling abuses at me typical,neg
9/7/2020 19:20,DanMartialFC LFCMckenzie_ Overal we have more trophies  more important trophies as well  stay in your lane,pos
9/7/2020 2:35,DanMartialFC LFCMckenzie_ We have twice the number of European cups as you lot  is it that hard to understand,neg
9/6/2020 11:29,TheImmortalKop On behalf of all sane Liverpool fans I would like to apologise for this post,pos
9/6/2020 11:26,Afcismail_ lethalaca TroopzAFC Man you need to watch more football  when did arsenal even play Real Madrid in the semis  You played Villarreal and got lucky that they missed a penalty ffs,neg
9/6/2020 8:37,twfootbaII Etoo drogba roger mila all played from Asia ,pos
9/6/2020 7:19,FalseFMatt People need to understand we played backpool and trailed at half time  standout performance against Blackpool is not something To b proud of,pos
9/6/2020 6:55,lethalaca TroopzAFC How many finals has he scored in  How many crucial champions league games has he scored in ,pos
9/6/2020 6:55,lethalaca TroopzAFC How many finals has he scored in  How many crucial champions league games has he scored in ,pos
9/6/2020 6:38,TroopzAFC Henry the stat paddler and ballon d or Lmao no way ,pos
9/5/2020 16:01,RT MinaMaestro Minamino after learning English httpstcoEUjoQFjUkl,pos
9/5/2020 15:02,GraemeKelly1 Difficult start to the season as well Graeme  dont you think we need atleast a cb and attacker along with Thiago if thats almost done ,neg
9/5/2020 15:00,GraemeKelly1 Couldnt have been this awful if I remember right  also we already won that elusive title and the cl  we cant expect same level of hunger and luck with injuries every season  we have to strengthen,pos
9/4/2020 9:00,MrDtAFC httpstco1n89iLzb0q,pos
9/4/2020 7:11,MrDtAFC Please do check on quotes from your own mr arsene wenger regarding the anfield atmosphere not to mention fabio capello JT Mourinho etc  Note people who know a thing or two about stadiums and football in general ,pos
9/3/2020 14:05,RT chattingwham Gini Wijnaldum a scorer of important goals We quite literally wouldnt be where we are today without him httpstco,pos
9/3/2020 13:07,AnfieIdEditian Shut the fuck up you cunt your fucked up policy took us 10 years almost to win a trophy and all thanks to Klopp who wasnt even your first choice coach and you only signed him up because he did not ask for funds Initialy unlike ancelotti,neg
9/3/2020 10:47,CFC_Cal 2nd below city,pos
9/3/2020 8:31,justan0therw00l DuncanCastles,pos
9/3/2020 7:46,HazardFIicks Sukruthp Scholes could never,pos
9/3/2020 6:12,LDNFootbalI This guy needs to shut his trap  fool is comparing Lampard lmao,neg
9/1/2020 18:40,MagicRoj httpstcoEcyVLHRVbf,pos
9/1/2020 17:49,CityyAlvin AFCMahad Hes poor mate I am not being biased  he could not fill fernandinho boots,neg
9/1/2020 14:57,LFCFansCorner Thiago sarr and a decent cb who is not injury prone  reckon we may challenge city ,pos
9/1/2020 14:52,Maxi_1892 Traore would give this team a huge boost tbh hes petrified every defender in the league except maybe van dijk,pos
9/1/2020 9:14,AFCMahad Rodri is genuinely one of the worst dm I have seen playing for a top club tbh,neg
8/31/2020 8:09,RT bubbIxs I only just realised httpstco6zv05iCK0c,pos
8/31/2020 7:53,MarkmaccaMc Ferguson was clever  did not overspend but made the right signings every season  atleast 1 if not 2 every season ,pos
8/31/2020 7:53,MarkmaccaMc Ferguson was clever  did not overspend but made the right signings every season  atleast 1 if not 2 every season ,pos
8/30/2020 21:56,AdriSanMiguel RhianBrewster9 LFC Adrian sure knows a thing or two about fucking us up,pos
8/30/2020 17:03,"JamesPearceLFC Priority wise 
CB
Attacker
Thiago",neg
8/30/2020 10:39,ptgorst We are the only club probably in Europe who are Prem champs and European champs not very long back  but we keep using stop gaps ffs  I remember Fabinho playing rb cb wijnaldum cb Milner lb rb even cb,neg
8/29/2020 20:57,RT BoxingKingdom14 Flashback to the funniest interview in boxing history  httpstcorLwM4MKTwx,pos
8/27/2020 10:53,Tahas_Takes httpstcoDp7qWLLmAp,pos
8/27/2020 6:56,AidenJ_97 Liverpool_zy Comparing a team which won cl and pl in 2 seasons to a team finishing outside top 4 for 4 seasons in a row  0  wouldnt play aubamayang in this Liverpool setup,pos
8/26/2020 11:15,TheAnfieldTalk City r the favourites even without those two,pos
8/25/2020 18:57,wearelfctmm Close to relegation tbh,pos
8/25/2020 15:02,SkySportsNews His career has been over for a while now actualy,pos
8/24/2020 18:18,HowaynShite TheKopHQ Your handle has shite and thats how we should look at you tbh,pos
8/24/2020 16:04,FplThis Thats how it is  every club wil have players who are too important that you cant have deputies of similar quality,pos
8/24/2020 15:21,FplThis Lucky with injuries lmao what is this man on ffs we had key injuries to key players,pos
8/23/2020 19:56,SeanDOlfc Donnie10i Also the way he plays  he can do this for another 4 years atleast,pos
8/23/2020 11:49,LFCTransferRoom dickson87 MirrorFootball We cant afford a 12m left back without selling lovren for the same amount  lmao such lies,pos
8/23/2020 9:00,_Riddxck Too early to judge if hes fitting in after a decent 3040 mins against a German championship side,pos
8/22/2020 11:05,KR88Sv2 He mocked Robertson when Messi scored that free kick at camp nou serves him right when we did the comeback  bloody biting racist,neg
8/22/2020 9:32,MessiFC10i Barcelona with probably their worst period since 2005 and yet miles better than united no comparison really,neg
8/21/2020 18:06,olbapcboi AnfieldEdition _pauljoyce Hes a liability due to injury record tbh,neg
8/21/2020 18:06,olbapcboi AnfieldEdition _pauljoyce Hes a liability due to injury record tbh,neg
8/21/2020 18:02,AnfieldEdition _pauljoyce Hes been such a useless signing tbvh made of absolute glass we need one more mid for sure,neg
8/21/2020 15:44,Gomez12ii Nabyllionaire Genuinely doubt anyone likes him in the footballing world,pos
8/21/2020 15:43,AnfieIdEditian Nabyllionaire Umm wtf,neg
8/21/2020 13:45,AnfieIdEditian RatedNabysHouse How surprising lol  Thiago will happen 100 then,pos
8/21/2020 11:11,JChambersSN AnfieIdEditian What the absolute fuck have I just read here,neg
8/21/2020 10:42,KroenkeOut10 MrDtAFC Aubameyang7 Well not a chance  believe me ,pos
8/21/2020 9:26,NaldoUtd This entire fan base gassed over David beckham all those years for doing the exact same thing Trent is doing it from full back and at age 21,pos
8/21/2020 9:22,KroenkeOut10 MrDtAFC Aubameyang7 About the last part  how exactly would he improve our starting x1 ,pos
8/21/2020 7:09,MrDtAFC Aubameyang7 My god these lot gassed up because their own player is extending his contract  shows how desperate they are as a club  and signing a contract dont mean anything tbh  Suarez coutinho both signed big contract extensions and left,neg
8/20/2020 9:23,AnfieldEdition 5 wins,pos
8/19/2020 20:23,Football__Tweet How exactly did we make a mistake when sterling wanted to leave ,neg
8/19/2020 20:22,ffs4bdi Supporting Bayern tbvh,pos
8/18/2020 16:19,ManCityDelhi Djimi traore has more CL than your club get back down into that cave you cheating bastards,neg
8/17/2020 18:56,RT Ms_LFC Im sorrybut I just had to post this when I saw it  httpstcoKpvKapN0gw,neg
8/17/2020 10:16,"RT LFC YES SADIO 

Mane has won the Premier League PFA Fans Player of the Year award for 1920  PFAFansAward",pos
8/16/2020 21:07,GNev2 ,pos
8/16/2020 17:29,"RT MrBoywunder City players sing about Liverpool fans being assaulted
Also City players cry about Liverpool fans making fun of them for",neg
8/16/2020 17:29,RT GraemeKelly1 Didnt even know he had a Twitter This is boss Hes so rattled ,pos
8/16/2020 17:02,deadangelbby Nabyllionaire The rattled racist,neg
8/16/2020 17:02,deadangelbby Nabyllionaire The rattled racist,neg
8/16/2020 11:42,RT GraemeKelly1 Always Remember Champions League isnt for everyone  httpstcolWs8e5N3M0,pos
8/15/2020 19:48,AdriSanMiguel This depressed me  tbh,neg
8/15/2020 19:47,felipe619_ bubbIxs 2 ucl 1 fa cup in this pic,pos
8/14/2020 21:39,RT _Riddxck Enjoy your friday everyone  httpstco0NFigy4euU,pos
8/14/2020 21:38,ChrisPetrie19 MrDtAFC Grow a brain,pos
8/14/2020 21:31,RT TheAnfieldWrap Beating Bayern Munich in the Champions League isnt for everyone httpstcoPjQs60exIs,pos
8/14/2020 20:39,Who did this  httpstcompjmAWEHeL,pos
8/14/2020 14:25,WiggzLFC AdriSanMiguel LFC Did not help us in any way  hardly made a good save tbh ,pos
8/14/2020 14:24,ltarsenal Thiago at the peak of his career might want to be at a big club  arsenal not an option,pos
8/14/2020 12:58,AdriSanMiguel LFC Could have had more if you had not fucked up both the fa cup and cl games you absolute clown,pos
8/14/2020 12:36,AFTVMedia Hes not wrong  arsenal fans r just bitter here,neg
8/14/2020 7:19,atletienglish WaraichShahbaz We have more trophies than them in their own stadium ffs ,neg
8/13/2020 10:31,LFCRelvas Nabyllionaire I genuinely did not know he was this shit when he signed lmao,neg
8/12/2020 7:07,RT John_McDermott_ Im obsessed with this match Jordan Henderson here in the 80th minute 40 up against Barcelona httpstcois7oSJ,neg
8/11/2020 15:28,thfcIsaac_ ,pos
8/10/2020 20:34,GraemeKelly1 Villa away was the game which made me truly belief this was our year,pos
8/10/2020 19:50,RT SamMcGuire90 No more Milner at leftback httpstcohITX58X4KK,neg
8/8/2020 13:06,RT BlauerTHFC It is da history of da Juventus httpstco0vmwffYvEl,pos
8/8/2020 5:51,RT lfcfreya Bale at full time this guys so shameless httpstco7oWNwJtSe9,neg
8/8/2020 5:51,RT lfcfreya Bale at full time this guys so shameless httpstco7oWNwJtSe9,neg
8/7/2020 6:51,lowndesy74 EddieLongbridge I cant believe what I am reading  arsenal fans genuinely comparing ferguson to any of their managers,pos
8/6/2020 9:43,RT RealKevinPalmer Pep Guardiola has now spent an estimated 385m JUST on defensive players since he arrived at Man City as his spending,pos
8/5/2020 14:14,CFCRole Mane and pulisic are not even comparable at the moment ,pos
8/5/2020 12:16,sgurumurthy He is 93 years old,pos
8/5/2020 9:51,AnfieldEdition 310 fucking nonce,pos
8/4/2020 18:45,AFTVMedia This club beat us after 5 years in a game which had 0 meaning and they wank all over it ,pos
8/3/2020 21:16,RT Corballyred Liverpool wanted 30 million each for Wilson and Origi but we are flinching at paying 27 million for a world class play,pos
8/3/2020 14:49,"RT MoMoneyMoSaIah BREAKING NEWS

Frank Lampard has appealed to CAS to have the result of the FA Cup Final overturned due Arsenal showing",pos
8/3/2020 14:35,deepolice12 All the best sir I would love to meet you someday,pos
8/2/2020 11:36,NocSupportsLFC Agreed  never liked the owners  squeezing the clubs tits,neg
7/31/2020 16:07,RT YenoTha_ Hahahahaha Anlacky httpstcorpCV6yLfBG,pos
7/28/2020 20:10,nidhii69 niharika_thhhhh How close am I,pos
7/28/2020 20:05,nidhii69 niharika_thhhhh 22,pos
7/28/2020 17:06,afcolivxr I doubt this even needs to be tweeted  even united fans deep inside would put vvd ahead of vidic,pos
7/28/2020 4:42,Corballyred Thats how we roll  feeder club to Red Sox nothing more,pos
7/27/2020 18:11,Corballyred We dont accept it  do we have a choice though ,neg
7/26/2020 16:03,AnfieldWatch You are going to save your money,pos
